name,AB_IG,HT_IG,Ibk_IG,J48_IG,Jrip_IG,Log_IG,MLP_IG,NB_IG,REP_IG,RF_IG,SGD_IG,SVM_IG
echoMonths.arff,0.7773811,0.8166667,0.682143,0.8071428,0.7928571,0.7880953,0.7928572,0.576879,0.8214286,0.7952381,0.7952381,0.7952381
ecoli.arff,0.9874812,0.9802004,0.9427944,0.9626505,0.963656,0.987995,0.9865538,0.8166666,0.9471805,0.9621993,0.9637594,0.9621993
electricity.arff,0.8283764,0.8315237,0.7903917,0.9286575,0.8675459,0.8273975,0.8161541,0.9872619,0.9300797,0.7349622,0.740639,0.7349622
elevators.arff,0.8224055,0.8006375,0.742625,0.8234267,0.7828921,0.9432004,0.940544,0.7898398,0.846792,0.8203966,0.8500175,0.8203966
elusage.arff,0.9555555,0.9555555,0.9138888,0.9083333,0.9333332,0.9388888,0.9388888,0.7992241,0.9055555,0.8916666,0.8666666,0.8916666
fl2000.arff,0.81875,0.7416667,0.7566667,0.7270833,0.6833334,0.8374999,0.875,0.9555555,0.8,0.6166667,0.6791667,0.6166667
flags.arff,0.7485806,0.7536632,0.6766942,0.6590203,0.643956,0.7690019,0.8228937,0.7125001,0.5,0.7130954,0.7217033,0.7130954
fri_c0_100_10.arff,0.8361666,0.9463333,0.7108333,0.73525,0.69825,0.9228334,0.8979999,0.7953299,0.8404167,0.8125001,0.8041668,0.8125001
fri_c0_100_25.arff,0.82,0.82,0.61,0.724,0.648,0.81,0.828,0.9503333,0.688,0.75,0.69,0.75
fri_c0_100_5.arff,0.9000833,0.9471666,0.8575001,0.7785,0.7494166,0.8904999,0.9021667,0.82,0.675,0.8358334,0.8275,0.8358334
fri_c0_100_50.arff,0.7918333,0.8078333,0.655,0.6244167,0.6125833,0.6308333,0.7676667,0.9513333,0.61825,0.6725,0.6708333,0.6725
fri_c0_1000_10.arff,0.9014633,0.9395576,0.7353845,0.833161,0.8450071,0.913008,0.9094865,0.8158333,0.8838182,0.8418232,0.8346607,0.8418232
fri_c0_1000_25.arff,0.9162296,0.9331924,0.6559324,0.7983947,0.8360198,0.8993081,0.8939675,0.9394977,0.866785,0.8178992,0.8228599,0.8178992
fri_c0_1000_5.arff,0.9092463,0.9505521,0.8519824,0.8592413,0.854702,0.9200286,0.9190284,0.9341524,0.8789868,0.8510396,0.8480192,0.8510396
fri_c0_1000_50.arff,0.8959583,0.9091637,0.6369549,0.7836133,0.8366145,0.8925172,0.887715,0.9505122,0.8669066,0.8201681,0.8304122,0.8201681
fri_c0_250_10.arff,0.8971154,0.9051283,0.7150641,0.8294872,0.7862179,0.8903845,0.8576923,0.9190077,0.8291666,0.7926281,0.7801281,0.7926281
fri_c0_250_25.arff,0.8759616,0.8080128,0.6282051,0.7637821,0.7330129,0.8788461,0.8628206,0.9185898,0.7942306,0.8044872,0.7923076,0.8044872
fri_c0_250_5.arff,0.873718,0.8826924,0.8044873,0.838782,0.7900642,0.8807692,0.8826924,0.9102563,0.8064103,0.7967949,0.8121795,0.7967949
fri_c0_250_50.arff,0.8630452,0.8565934,0.5652098,0.7716492,0.7144898,0.8642359,0.8475774,0.925,0.7588702,0.7513071,0.7789168,0.7513071
fri_c0_500_10.arff,0.9059521,0.9253295,0.7572499,0.7971563,0.8129397,0.9134723,0.9065847,0.8565934,0.8523607,0.8227821,0.8229425,0.8227821
fri_c0_500_25.arff,0.9136264,0.9012054,0.6136666,0.7715303,0.7849777,0.8784808,0.8831975,0.929176,0.8017125,0.7812757,0.7765577,0.7812757
fri_c0_500_5.arff,0.908396,0.9286341,0.8059038,0.8344706,0.8347005,0.9089482,0.9039892,0.9157896,0.8429451,0.8279808,0.8239808,0.8279808
fri_c0_500_50.arff,0.9281777,0.9031778,0.6063334,0.7673,0.8116475,0.895901,0.8579359,0.9286341,0.8460276,0.8082243,0.8142115,0.8082243
fri_c1_100_10.arff,0.7414167,0.7088333,0.6125001,0.748,0.749,0.694,0.6973333,0.9056572,0.7436667,0.6483334,0.6200001,0.6483334
fri_c1_100_25.arff,0.7990834,0.7523333,0.6283333,0.76825,0.7875,0.7291666,0.7331667,0.7088333,0.7560833,0.6741667,0.6483334,0.6741667
fri_c1_100_5.arff,0.83475,0.816,0.7108334,0.843,0.7331665,0.6941667,0.702,0.7483333,0.7481667,0.6091667,0.6416667,0.6091667
fri_c1_100_50.arff,0.7546667,0.5083333,0.5441667,0.7168334,0.73825,0.5454167,0.5954999,0.812,0.6877501,0.5883334,0.58,0.5883334
fri_c1_1000_10.arff,0.8928669,0.7528588,0.7036022,0.8852684,0.8778747,0.7471942,0.6866948,0.5213334,0.9024792,0.6745056,0.6720407,0.6745056
fri_c1_1000_25.arff,0.8881141,0.7090156,0.593665,0.8525123,0.8714214,0.7117538,0.6633887,0.7522465,0.8817866,0.6421577,0.6339789,0.6421577
fri_c1_1000_5.arff,0.8632003,0.7227053,0.8702254,0.8918111,0.8981867,0.7035977,0.7019099,0.7102238,0.8991876,0.6226556,0.6224272,0.6226556
fri_c1_1000_50.arff,0.8970583,0.7302001,0.5739468,0.8565682,0.858704,0.7161445,0.6958879,0.7226253,0.8904631,0.6658725,0.6500505,0.6658725
fri_c1_250_10.arff,0.9025973,0.7428572,0.6951299,0.8594155,0.8435066,0.7435065,0.7246752,0.7393963,0.845779,0.6967532,0.6857143,0.6967532
fri_c1_250_25.arff,0.8425931,0.6605714,0.5660605,0.8887186,0.8554287,0.6300173,0.6063897,0.7428572,0.8391471,0.5707576,0.5501947,0.5707576
fri_c1_250_5.arff,0.9406386,0.7604812,0.8434398,0.8533008,0.8600691,0.7431401,0.6873959,0.6599221,0.8707959,0.6784425,0.6739553,0.6784425
fri_c1_250_50.arff,0.9364801,0.7547204,0.586526,0.8640069,0.8380661,0.7003746,0.6622711,0.7611222,0.8759448,0.6198302,0.5986098,0.6198302
fri_c1_500_10.arff,0.9019166,0.7286242,0.697315,0.8764091,0.8645336,0.7281607,0.7078331,0.7547203,0.8864205,0.666777,0.6604498,0.666777
fri_c1_500_25.arff,0.8971642,0.7405463,0.5896848,0.793544,0.8443088,0.7204596,0.7037254,0.7331318,0.855131,0.6756418,0.653066,0.6756418
fri_c1_500_5.arff,0.8869177,0.735772,0.82969,0.8769389,0.8658681,0.7284226,0.7006635,0.7408676,0.8757038,0.6962515,0.6888781,0.6962515
fri_c1_500_50.arff,0.8814326,0.6691642,0.559713,0.8030057,0.8611421,0.6648403,0.6553891,0.7348074,0.8724778,0.6174501,0.602781,0.6174501
fri_c2_100_10.arff,0.8295833,0.7853333,0.6241667,0.7498333,0.7314167,0.7765,0.8061667,0.6694871,0.73525,0.7083334,0.7025,0.7083334
fri_c2_100_25.arff,0.8096665,0.8021666,0.5424999,0.7621666,0.8245,0.6628334,0.7116666,0.7853333,0.7916667,0.7225,0.7016666,0.7225
fri_c2_100_5.arff,0.8208333,0.7499999,0.7791666,0.7562499,0.7958334,0.7083332,0.7375001,0.8021666,0.7229165,0.7500001,0.7583335,0.7500001
fri_c2_100_50.arff,0.88575,0.7803332,0.6158333,0.8090833,0.8650001,0.6080833,0.66,0.7499999,0.7966667,0.5983333,0.6291667,0.5983333
fri_c2_1000_10.arff,0.9135057,0.7437191,0.7434729,0.8995073,0.8937806,0.7848113,0.7296593,0.7844999,0.9091954,0.7546388,0.7332512,0.7546388
fri_c2_1000_25.arff,0.9158,0.7392662,0.617853,0.8450274,0.8866657,0.7574515,0.7351639,0.7401888,0.9120594,0.7262386,0.6880445,0.7262386
fri_c2_1000_5.arff,0.9339382,0.7701919,0.8828474,0.9078957,0.9250658,0.7953222,0.7558161,0.7388796,0.9236832,0.7822906,0.7690991,0.7822906
fri_c2_1000_50.arff,0.9070842,0.7497171,0.5606379,0.8467037,0.8889492,0.7592624,0.741995,0.7701916,0.8757437,0.6925043,0.6721074,0.6925043
fri_c2_250_10.arff,0.9438611,0.8331111,0.7763888,0.8665278,0.8718749,0.8240554,0.8187221,0.7517303,0.9090415,0.8029166,0.786597,0.8029166
fri_c2_250_25.arff,0.9024891,0.687013,0.5457585,0.7973027,0.8203422,0.7288796,0.6922411,0.8331111,0.7903597,0.6696263,0.6789336,0.6696263
fri_c2_250_5.arff,0.8987012,0.7493507,0.8142859,0.8665584,0.8474026,0.77013,0.7353896,0.7244006,0.8149351,0.7805195,0.7470779,0.7805195
fri_c2_250_50.arff,0.8416085,0.7188813,0.5333291,0.782501,0.804408,0.7377372,0.687113,0.7487013,0.8274267,0.6931026,0.660194,0.6931026
fri_c2_500_10.arff,0.9310477,0.7476881,0.7068462,0.9270833,0.8967552,0.7546723,0.7419084,0.7312605,0.91452,0.7943573,0.7601582,0.7943573
fri_c2_500_25.arff,0.8917351,0.6635478,0.5776528,0.8193455,0.8538615,0.665893,0.6816061,0.7486733,0.8438348,0.5853226,0.5671095,0.5853226
fri_c2_500_5.arff,0.9086077,0.7452683,0.8757839,0.8871142,0.8796957,0.7708128,0.7290166,0.6781607,0.8950426,0.7344335,0.7084238,0.7344335
fri_c2_500_50.arff,0.9148257,0.7703079,0.5514286,0.8590602,0.8849294,0.7598449,0.7691625,0.743788,0.8689975,0.7193103,0.663986,0.7193103
fri_c3_100_10.arff,0.6791667,0.4916667,0.5666667,0.8604166,0.7145834,0.6374999,0.6874997,0.777303,0.775,0.5250001,0.5041668,0.5250001
fri_c3_100_25.arff,0.6434167,0.4469999,0.5691666,0.5528333,0.5875,0.5483333,0.462,0.6250001,0.6248333,0.5966667,0.5608334,0.5966667
fri_c3_100_5.arff,0.8721667,0.6658335,0.7916667,0.7653332,0.7374166,0.765,0.6986667,0.5204999,0.6730834,0.6708333,0.6483333,0.6708333
fri_c3_100_50.arff,0.8422618,0.525,0.5755952,0.6714286,0.7565477,0.5199405,0.4976191,0.6618335,0.6964286,0.4392859,0.494643,0.4392859
fri_c3_1000_10.arff,0.9143263,0.7036123,0.7215909,0.8827112,0.8973619,0.7209009,0.7211852,0.5916666,0.9037946,0.65487,0.663961,0.65487
fri_c3_1000_25.arff,0.9119924,0.7205044,0.5487535,0.8822678,0.8838702,0.7258601,0.7135919,0.7099027,0.8969227,0.6595616,0.6493777,0.6595616
fri_c3_1000_5.arff,0.8890814,0.7183743,0.882923,0.8902446,0.8839933,0.7163946,0.6782995,0.7236631,0.8920314,0.6363338,0.6438854,0.6363338
fri_c3_1000_50.arff,0.9019704,0.7186501,0.5839143,0.8324169,0.8682416,0.7287276,0.6816125,0.7191972,0.8940259,0.6654166,0.650698,0.6654166
fri_c3_250_10.arff,0.9443847,0.6446595,0.642778,0.8547743,0.8750498,0.7034798,0.6430902,0.7169343,0.8459749,0.5953714,0.6338577,0.5953714
fri_c3_250_25.arff,0.915955,0.6834582,0.5917,0.7960165,0.7839286,0.686064,0.6727439,0.6707543,0.7744173,0.6348776,0.6658423,0.6348776
fri_c3_250_5.arff,0.8802596,0.7264242,0.8374675,0.8081299,0.8354329,0.7527446,0.6664936,0.6828089,0.8440519,0.6586148,0.652619,0.6586148
fri_c3_250_50.arff,0.9129697,0.5731603,0.4962556,0.8362901,0.8234978,0.611013,0.5891731,0.7179827,0.8331212,0.5675973,0.5779222,0.5675973
fri_c3_500_10.arff,0.8842259,0.660196,0.6667672,0.8476198,0.8447107,0.6981416,0.6698462,0.6277057,0.8383825,0.6371242,0.6389957,0.6371242
fri_c3_500_25.arff,0.9013798,0.6767859,0.5849026,0.8578734,0.8617695,0.6873376,0.6313312,0.6730142,0.8409902,0.6095779,0.6357142,0.6095779
fri_c3_500_5.arff,0.8643279,0.666496,0.8622142,0.8594636,0.8587459,0.7152778,0.6946381,0.681169,0.8487664,0.6377965,0.66272,0.6377965
fri_c3_500_50.arff,0.8741753,0.6653324,0.5214844,0.8273091,0.8358001,0.6791667,0.6270386,0.6644935,0.8352264,0.6280786,0.6028325,0.6280786
fri_c4_100_10.arff,0.8529167,0.7166667,0.615,0.6836666,0.7686666,0.7053334,0.6483333,0.6762109,0.7384166,0.6158333,0.6158333,0.6158333
fri_c4_100_100.arff,0.8304166,0.6745001,0.4966667,0.6405,0.7011666,0.4940833,0.6061667,0.7126667,0.7920833,0.5383333,0.5558333,0.5383333
fri_c4_100_25.arff,0.8019167,0.7718333,0.6233333,0.7501667,0.83025,0.68,0.7078333,0.6745001,0.7517501,0.6733334,0.6816667,0.6733334
fri_c4_100_50.arff,0.8698334,0.4571666,0.5574999,0.7499166,0.6865,0.3769168,0.4429999,0.7718333,0.7830834,0.4833333,0.4666667,0.4833333
fri_c4_1000_10.arff,0.9043629,0.7050933,0.7271104,0.862074,0.8759335,0.7156656,0.6805196,0.4913333,0.880276,0.6345781,0.6442371,0.6345781
fri_c4_1000_100.arff,0.9268971,0.6955557,0.5261906,0.8497103,0.8812467,0.6920281,0.658505,0.7062096,0.9010185,0.6339095,0.6256549,0.6339095
fri_c4_1000_25.arff,0.9044317,0.6742992,0.5799524,0.8659522,0.8709459,0.6795873,0.660982,0.6859105,0.8897214,0.6273035,0.6287322,0.6273035
fri_c4_1000_50.arff,0.8680194,0.6985593,0.5375,0.8315951,0.864854,0.7112825,0.6508724,0.6775158,0.8759739,0.6195617,0.6091719,0.6195617
fri_c4_250_10.arff,0.8637487,0.5774308,0.6872919,0.7918956,0.795363,0.6728439,0.6478438,0.7063312,0.7870006,0.634911,0.6436231,0.634911
fri_c4_250_100.arff,0.8902596,0.6402597,0.6009739,0.8022726,0.7834416,0.6045455,0.6337664,0.6907344,0.768182,0.552922,0.6058441,0.552922
fri_c4_250_25.arff,0.8721945,0.6856477,0.6309233,0.86906,0.7965617,0.6662921,0.6322886,0.6844156,0.8182402,0.5980271,0.5980729,0.5980271
fri_c4_250_50.arff,0.8732517,0.5730437,0.5346194,0.8002248,0.7630661,0.6287629,0.589244,0.7197052,0.7721987,0.5925991,0.5948219,0.5925991
fri_c4_500_10.arff,0.8920225,0.6784676,0.7653116,0.8022401,0.8230489,0.7107797,0.6918279,0.6515402,0.8542757,0.6520938,0.6646768,0.6520938
fri_c4_500_100.arff,0.9012288,0.6922638,0.5128152,0.8199666,0.8513705,0.6592534,0.6696214,0.6802391,0.8679673,0.6152112,0.596242,0.6152112
fri_c4_500_25.arff,0.91609,0.7106583,0.6200739,0.8670259,0.8584967,0.7197753,0.6504441,0.6901516,0.8824882,0.6245428,0.6437267,0.6245428
fri_c4_500_50.arff,0.8936545,0.6633889,0.5199577,0.8132951,0.8342093,0.6949825,0.6676656,0.7160322,0.8611123,0.6323502,0.622329,0.6323502
fried.arff,0.9185733,0.9482455,0.8246139,0.9109441,0.9223423,0.9159891,0.9117012,0.6649906,0.9450374,0.8388979,0.8340704,0.8388979
fruitfly.arff,0.4479018,0.5,0.4958928,0.52125,0.5241071,0.5787499,0.5377679,0.9453622,0.5114285,0.5,0.49375,0.5
gina_agnostic.arff,0.8789031,0.8213799,0.8246928,0.8631956,0.9097512,0.8035418,0.8906705,0.4019643,0.9063816,0.8372851,0.803397,0.8372851
gina_prior.arff,0.875223,0.8425868,0.9625666,0.8748936,0.9209672,0.885564,0.8972169,0.8250784,0.9076305,0.8614875,0.8455189,0.8614875
glass.arff,0.8072018,0.5,0.76614,0.7289345,0.7979543,0.7091542,0.6165523,0.8336335,0.6623038,0.4964286,0.5017857,0.4964286
haberman.arff,0.6787715,0.6133153,0.5766896,0.5679801,0.6317731,0.6697794,0.6400337,0.7202512,0.5584678,0.5078804,0.5169961,0.5078804
hayes-roth.arff,0.8430556,0.7198611,0.8638195,0.7796527,0.7814583,0.7840278,0.8031944,0.6734191,0.7613194,0.6373611,0.7658333,0.6373611
heart-c.arff,0.8895361,0.9059409,0.7596739,0.7752484,0.8179884,0.9086074,0.9058268,0.7973611,0.8319459,0.8360777,0.8343163,0.8360777
heart-statlog.arff,0.886389,0.906111,0.75,0.7494445,0.7852778,0.9111111,0.8855556,0.9044906,0.7955556,0.8366668,0.8266668,0.8366668
